7.600000000000000000e+01,5.100000000000000000e+01
7.600000000000000000e+01,1.010000000000000000e+02
7.600000000000000000e+01,1.510000000000000000e+02
7.600000000000000000e+01,2.010000000000000000e+02
7.600000000000000000e+01,2.510000000000000000e+02
7.600000000000000000e+01,3.010000000000000000e+02
7.600000000000000000e+01,3.510000000000000000e+02
7.600000000000000000e+01,4.010000000000000000e+02
7.600000000000000000e+01,4.510000000000000000e+02
1.260000000000000000e+02,5.100000000000000000e+01
1.260000000000000000e+02,1.010000000000000000e+02
1.260000000000000000e+02,1.510000000000000000e+02
1.260000000000000000e+02,2.010000000000000000e+02
1.260000000000000000e+02,2.510000000000000000e+02
1.260000000000000000e+02,3.010000000000000000e+02
1.260000000000000000e+02,3.510000000000000000e+02
1.260000000000000000e+02,4.010000000000000000e+02
1.260000000000000000e+02,4.510000000000000000e+02
1.760000000000000000e+02,5.100000000000000000e+01
1.760000000000000000e+02,1.010000000000000000e+02
1.760000000000000000e+02,1.510000000000000000e+02
1.760000000000000000e+02,2.010000000000000000e+02
1.760000000000000000e+02,2.510000000000000000e+02
1.760000000000000000e+02,3.010000000000000000e+02
1.760000000000000000e+02,3.510000000000000000e+02
1.760000000000000000e+02,4.010000000000000000e+02
1.760000000000000000e+02,4.510000000000000000e+02
2.260000000000000000e+02,5.100000000000000000e+01
2.260000000000000000e+02,1.010000000000000000e+02
2.260000000000000000e+02,1.510000000000000000e+02
2.260000000000000000e+02,2.010000000000000000e+02
2.260000000000000000e+02,2.510000000000000000e+02
2.260000000000000000e+02,3.010000000000000000e+02
2.260000000000000000e+02,3.510000000000000000e+02
2.260000000000000000e+02,4.010000000000000000e+02
2.260000000000000000e+02,4.510000000000000000e+02
2.760000000000000000e+02,5.100000000000000000e+01
2.760000000000000000e+02,1.010000000000000000e+02
2.760000000000000000e+02,1.510000000000000000e+02
2.760000000000000000e+02,2.010000000000000000e+02
2.760000000000000000e+02,2.510000000000000000e+02
2.760000000000000000e+02,3.010000000000000000e+02
2.760000000000000000e+02,3.510000000000000000e+02
2.760000000000000000e+02,4.010000000000000000e+02
2.760000000000000000e+02,4.510000000000000000e+02
3.260000000000000000e+02,5.100000000000000000e+01
3.260000000000000000e+02,1.010000000000000000e+02
3.260000000000000000e+02,1.510000000000000000e+02
3.260000000000000000e+02,2.010000000000000000e+02
3.260000000000000000e+02,2.510000000000000000e+02
3.260000000000000000e+02,3.010000000000000000e+02
3.260000000000000000e+02,3.510000000000000000e+02
3.260000000000000000e+02,4.010000000000000000e+02
3.260000000000000000e+02,4.510000000000000000e+02
3.760000000000000000e+02,5.100000000000000000e+01
3.760000000000000000e+02,1.010000000000000000e+02
3.760000000000000000e+02,1.510000000000000000e+02
3.760000000000000000e+02,2.010000000000000000e+02
3.760000000000000000e+02,2.510000000000000000e+02
3.760000000000000000e+02,3.010000000000000000e+02
3.760000000000000000e+02,3.510000000000000000e+02
3.760000000000000000e+02,4.010000000000000000e+02
3.760000000000000000e+02,4.510000000000000000e+02
4.260000000000000000e+02,5.100000000000000000e+01
4.260000000000000000e+02,1.010000000000000000e+02
4.260000000000000000e+02,1.510000000000000000e+02
4.260000000000000000e+02,2.010000000000000000e+02
4.260000000000000000e+02,2.510000000000000000e+02
4.260000000000000000e+02,3.010000000000000000e+02
4.260000000000000000e+02,3.510000000000000000e+02
4.260000000000000000e+02,4.010000000000000000e+02
4.260000000000000000e+02,4.510000000000000000e+02
4.760000000000000000e+02,5.100000000000000000e+01
4.760000000000000000e+02,1.010000000000000000e+02
4.760000000000000000e+02,1.510000000000000000e+02
4.760000000000000000e+02,2.010000000000000000e+02
4.760000000000000000e+02,2.510000000000000000e+02
4.760000000000000000e+02,3.010000000000000000e+02
4.760000000000000000e+02,3.510000000000000000e+02
4.760000000000000000e+02,4.010000000000000000e+02
4.760000000000000000e+02,4.510000000000000000e+02
